timestamp,username,password,src_ip,eventid,username_enc,password_enc,src_ip_enc,eventid_enc,hour,src_ip_attempts,password_attempts
2025-06-25 02:00:25.015,root,KALK,127.0.0.1,cowrie.login.failed,0,12,0,0,2,182,1
2025-06-24 17:53:13.417,root,ARYA,127.0.0.1,cowrie.login.failed,0,8,0,0,17,182,3
2025-06-24 17:51:33.284,root,yanlıs,127.0.0.1,cowrie.login.failed,0,24,0,0,17,182,3
2025-06-24 17:48:51.363,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,17,182,89
2025-06-24 17:30:50.921,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,17,182,89
2025-06-24 17:51:33.284,root,yanlıs,127.0.0.1,cowrie.login.failed,0,24,0,0,17,182,3
2025-06-24 17:48:51.363,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,17,182,89
2025-06-24 17:30:50.921,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,17,182,89
2025-06-24 17:51:33.284,root,yanlıs,127.0.0.1,cowrie.login.failed,0,24,0,0,17,182,3
2025-06-24 17:48:51.363,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,17,182,89
2025-06-24 17:30:50.921,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,17,182,89
2025-06-24 17:30:50.921,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,17,182,89
2025-06-24 02:57:23.813,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,2,182,89
2025-06-24 02:57:23.813,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,2,182,89
2025-06-24 02:57:23.813,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,2,182,89
2025-06-24 02:57:23.813,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,2,182,89
2025-06-24 00:32:36.116,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,0,182,89
2025-06-24 00:26:16.351,root,testyanlis,127.0.0.1,cowrie.login.failed,0,21,0,0,0,182,4
2025-06-24 00:10:59.329,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,0,182,89
2025-06-23 21:18:17.017,root,yanlis,127.0.0.1,cowrie.login.failed,0,22,0,0,21,182,6
2025-06-23 00:03:12.369,root,test,127.0.0.1,cowrie.login.failed,0,20,0,0,0,182,7
2025-06-22 23:45:06.741,root,yanlisdeneme,127.0.0.1,cowrie.login.failed,0,23,0,0,23,182,8
2025-06-22 23:23:21.803,root,1234yanlısss,127.0.0.1,cowrie.login.failed,0,6,0,0,23,182,9
2025-06-22 23:09:46.786,root,1234yanlıs,127.0.0.1,cowrie.login.failed,0,5,0,0,23,182,9
2025-06-22 23:08:59.315,root,123456,127.0.0.1,cowrie.login.failed,0,4,0,0,23,182,9
2025-06-22 23:08:55.945,root,12345,127.0.0.1,cowrie.login.failed,0,3,0,0,23,182,9
2025-06-22 23:08:49.404,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,23,182,89
2025-06-22 23:06:50.318,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,23,182,89
2025-06-24 00:32:36.116,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,0,182,89
2025-06-24 00:26:16.351,root,testyanlis,127.0.0.1,cowrie.login.failed,0,21,0,0,0,182,4
2025-06-24 00:10:59.329,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,0,182,89
2025-06-23 21:18:17.017,root,yanlis,127.0.0.1,cowrie.login.failed,0,22,0,0,21,182,6
2025-06-23 00:03:12.369,root,test,127.0.0.1,cowrie.login.failed,0,20,0,0,0,182,7
2025-06-22 23:45:06.741,root,yanlisdeneme,127.0.0.1,cowrie.login.failed,0,23,0,0,23,182,8
2025-06-22 23:23:21.803,root,1234yanlısss,127.0.0.1,cowrie.login.failed,0,6,0,0,23,182,9
2025-06-22 23:09:46.786,root,1234yanlıs,127.0.0.1,cowrie.login.failed,0,5,0,0,23,182,9
2025-06-22 23:08:59.315,root,123456,127.0.0.1,cowrie.login.failed,0,4,0,0,23,182,9
2025-06-22 23:08:55.945,root,12345,127.0.0.1,cowrie.login.failed,0,3,0,0,23,182,9
2025-06-22 23:08:49.404,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,23,182,89
2025-06-22 23:06:50.318,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,23,182,89
2025-06-24 00:32:36.116,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,0,182,89
2025-06-24 00:26:16.351,root,testyanlis,127.0.0.1,cowrie.login.failed,0,21,0,0,0,182,4
2025-06-24 00:10:59.329,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,0,182,89
2025-06-23 21:18:17.017,root,yanlis,127.0.0.1,cowrie.login.failed,0,22,0,0,21,182,6
2025-06-23 00:03:12.369,root,test,127.0.0.1,cowrie.login.failed,0,20,0,0,0,182,7
2025-06-22 23:45:06.741,root,yanlisdeneme,127.0.0.1,cowrie.login.failed,0,23,0,0,23,182,8
2025-06-22 23:23:21.803,root,1234yanlısss,127.0.0.1,cowrie.login.failed,0,6,0,0,23,182,9
2025-06-22 23:09:46.786,root,1234yanlıs,127.0.0.1,cowrie.login.failed,0,5,0,0,23,182,9
2025-06-22 23:08:59.315,root,123456,127.0.0.1,cowrie.login.failed,0,4,0,0,23,182,9
2025-06-22 23:08:55.945,root,12345,127.0.0.1,cowrie.login.failed,0,3,0,0,23,182,9
2025-06-22 23:08:49.404,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,23,182,89
2025-06-22 23:06:50.318,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,23,182,89
2025-06-24 00:32:36.116,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,0,182,89
2025-06-24 00:26:16.351,root,testyanlis,127.0.0.1,cowrie.login.failed,0,21,0,0,0,182,4
2025-06-24 00:10:59.329,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,0,182,89
2025-06-23 21:18:17.017,root,yanlis,127.0.0.1,cowrie.login.failed,0,22,0,0,21,182,6
2025-06-23 00:03:12.369,root,test,127.0.0.1,cowrie.login.failed,0,20,0,0,0,182,7
2025-06-22 23:45:06.741,root,yanlisdeneme,127.0.0.1,cowrie.login.failed,0,23,0,0,23,182,8
2025-06-22 23:23:21.803,root,1234yanlısss,127.0.0.1,cowrie.login.failed,0,6,0,0,23,182,9
2025-06-22 23:09:46.786,root,1234yanlıs,127.0.0.1,cowrie.login.failed,0,5,0,0,23,182,9
2025-06-22 23:08:59.315,root,123456,127.0.0.1,cowrie.login.failed,0,4,0,0,23,182,9
2025-06-22 23:08:55.945,root,12345,127.0.0.1,cowrie.login.failed,0,3,0,0,23,182,9
2025-06-22 23:08:49.404,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,23,182,89
2025-06-22 23:06:50.318,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,23,182,89
2025-06-24 00:10:59.329,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,0,182,89
2025-06-23 21:18:17.017,root,yanlis,127.0.0.1,cowrie.login.failed,0,22,0,0,21,182,6
2025-06-23 00:03:12.369,root,test,127.0.0.1,cowrie.login.failed,0,20,0,0,0,182,7
2025-06-22 23:45:06.741,root,yanlisdeneme,127.0.0.1,cowrie.login.failed,0,23,0,0,23,182,8
2025-06-22 23:23:21.803,root,1234yanlısss,127.0.0.1,cowrie.login.failed,0,6,0,0,23,182,9
2025-06-22 23:09:46.786,root,1234yanlıs,127.0.0.1,cowrie.login.failed,0,5,0,0,23,182,9
2025-06-22 23:08:59.315,root,123456,127.0.0.1,cowrie.login.failed,0,4,0,0,23,182,9
2025-06-22 23:08:55.945,root,12345,127.0.0.1,cowrie.login.failed,0,3,0,0,23,182,9
2025-06-22 23:08:49.404,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,23,182,89
2025-06-22 23:06:50.318,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,23,182,89
2025-06-23 21:18:17.017,root,yanlis,127.0.0.1,cowrie.login.failed,0,22,0,0,21,182,6
2025-06-23 00:03:12.369,root,test,127.0.0.1,cowrie.login.failed,0,20,0,0,0,182,7
2025-06-22 23:45:06.741,root,yanlisdeneme,127.0.0.1,cowrie.login.failed,0,23,0,0,23,182,8
2025-06-22 23:23:21.803,root,1234yanlısss,127.0.0.1,cowrie.login.failed,0,6,0,0,23,182,9
2025-06-22 23:09:46.786,root,1234yanlıs,127.0.0.1,cowrie.login.failed,0,5,0,0,23,182,9
2025-06-22 23:08:59.315,root,123456,127.0.0.1,cowrie.login.failed,0,4,0,0,23,182,9
2025-06-22 23:08:55.945,root,12345,127.0.0.1,cowrie.login.failed,0,3,0,0,23,182,9
2025-06-22 23:08:49.404,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,23,182,89
2025-06-22 23:06:50.318,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,23,182,89
2025-06-23 00:03:12.369,root,test,127.0.0.1,cowrie.login.failed,0,20,0,0,0,182,7
2025-06-22 23:45:06.741,root,yanlisdeneme,127.0.0.1,cowrie.login.failed,0,23,0,0,23,182,8
2025-06-22 23:23:21.803,root,1234yanlısss,127.0.0.1,cowrie.login.failed,0,6,0,0,23,182,9
2025-06-22 23:09:46.786,root,1234yanlıs,127.0.0.1,cowrie.login.failed,0,5,0,0,23,182,9
2025-06-22 23:08:59.315,root,123456,127.0.0.1,cowrie.login.failed,0,4,0,0,23,182,9
2025-06-22 23:08:55.945,root,12345,127.0.0.1,cowrie.login.failed,0,3,0,0,23,182,9
2025-06-22 23:08:49.404,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,23,182,89
2025-06-22 23:06:50.318,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,23,182,89
2025-06-22 23:45:06.741,root,yanlisdeneme,127.0.0.1,cowrie.login.failed,0,23,0,0,23,182,8
2025-06-22 23:23:21.803,root,1234yanlısss,127.0.0.1,cowrie.login.failed,0,6,0,0,23,182,9
2025-06-22 23:09:46.786,root,1234yanlıs,127.0.0.1,cowrie.login.failed,0,5,0,0,23,182,9
2025-06-22 23:08:59.315,root,123456,127.0.0.1,cowrie.login.failed,0,4,0,0,23,182,9
2025-06-22 23:08:55.945,root,12345,127.0.0.1,cowrie.login.failed,0,3,0,0,23,182,9
2025-06-22 23:08:49.404,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,23,182,89
2025-06-22 23:06:50.318,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,23,182,89
2025-06-22 23:23:21.803,root,1234yanlısss,127.0.0.1,cowrie.login.failed,0,6,0,0,23,182,9
2025-06-22 23:09:46.786,root,1234yanlıs,127.0.0.1,cowrie.login.failed,0,5,0,0,23,182,9
2025-06-22 23:08:59.315,root,123456,127.0.0.1,cowrie.login.failed,0,4,0,0,23,182,9
2025-06-22 23:08:55.945,root,12345,127.0.0.1,cowrie.login.failed,0,3,0,0,23,182,9
2025-06-22 23:08:49.404,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,23,182,89
2025-06-22 23:06:50.318,root,1234,127.0.0.1,cowrie.login.failed,0,2,0,0,23,182,89
