"_id","_index","_score","_type","@timestamp","@version","alert_text",eventid,host,message,password,timestamp,username,"src_ip",session,path,sensor
"-_dD1pcBuG2woOv8OkM8","cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:26:59.410",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:26:58.680",root,"127.0.0.1",c49c9f98369a,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"-vdD1pcBuG2woOv8KkOQ","cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:26:55.397",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:26:54.742",root,"127.0.0.1",a6cea45b83a1,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"-fdD1pcBuG2woOv8HkPS","cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:26:52.391",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:26:51.965",root,"127.0.0.1",a6cea45b83a1,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"-PdD1pcBuG2woOv8E0MV","cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:26:49.384",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:26:49.180",root,"127.0.0.1",a6cea45b83a1,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"9_dC1pcBuG2woOv8_0N-","cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:26:44.370",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:26:44.176",root,"127.0.0.1",326064963cc0,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
9vdC1pcBuG2woOv890Op,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:26:42.366",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:26:41.420",root,"127.0.0.1",326064963cc0,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
9fdC1pcBuG2woOv860Pr,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:26:39.360",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:26:38.592",root,"127.0.0.1",326064963cc0,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
9PdC1pcBuG2woOv82ENX,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:26:34.348",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:26:33.500",root,"127.0.0.1",4ac883e60bb0,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"8_dC1pcBuG2woOv8zEOc","cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:26:31.344",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:26:30.621",root,"127.0.0.1",4ac883e60bb0,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
8vdC1pcBuG2woOv8wEPl,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:26:28.337",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:26:27.964",root,"127.0.0.1",4ac883e60bb0,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
8fdC1pcBuG2woOv8qUNY,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:26:22.317",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:26:21.622",root,"127.0.0.1",cd2afc6460bf,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
8PdC1pcBuG2woOv8nUOZ,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:26:19.311",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:26:18.681",root,"127.0.0.1",cd2afc6460bf,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"7_dC1pcBuG2woOv8kUPg","cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:26:16.304",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:26:15.652",root,"127.0.0.1",cd2afc6460bf,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
7vdB1pcBuG2woOv8vkOa,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:25:22.220",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:25:21.619",root,"127.0.0.1",81de7aa021fe,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
7fdB1pcBuG2woOv8skPd,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:25:19.212",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:25:18.810",root,"127.0.0.1",81de7aa021fe,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
7PdB1pcBuG2woOv8q0MC,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:25:17.207",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:25:16.226",root,"127.0.0.1",81de7aa021fe,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"6_dB1pcBuG2woOv8m0NV","cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:25:13.195",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:25:12.464",root,"127.0.0.1",bc1daeae8eab,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
6vdB1pcBuG2woOv8j0OZ,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:25:10.190",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:25:09.564",root,"127.0.0.1",bc1daeae8eab,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
6fdB1pcBuG2woOv8g0Pb,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:25:07.183",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:25:06.817",root,"127.0.0.1",bc1daeae8eab,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
6PdB1pcBuG2woOv8dEMx,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:25:03.166",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/[A1234] failed","[A1234","Jul 4, 2025 @ 22:25:02.863",root,"127.0.0.1",feb34f3b85ec,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"5_dB1pcBuG2woOv8ZEN-","cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:24:59.154",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:24:58.691",root,"127.0.0.1",feb34f3b85ec,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"5vdB1pcBuG2woOv8WEO_","cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:24:56.146",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:24:55.760",root,"127.0.0.1",feb34f3b85ec,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
5fdB1pcBuG2woOv8RUMj,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:24:51.128",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:24:50.283",root,"127.0.0.1",5ffa655814fa,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
5PdB1pcBuG2woOv8LUOr,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:24:45.118",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:24:44.944",root,"127.0.0.1",5ffa655814fa,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"4_dA1pcBuG2woOv89kPn","cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:24:31.099",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:24:30.539",root,"127.0.0.1",5ffa655814fa,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
4vdA1pcBuG2woOv840NP,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:24:26.083",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:24:25.620",root,"127.0.0.1",60f1a279c441,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
4fdA1pcBuG2woOv810OQ,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:24:23.076",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:24:22.748",root,"127.0.0.1",60f1a279c441,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
4PdA1pcBuG2woOv8z0PG,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:24:21.071",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:24:20.088",root,"127.0.0.1",60f1a279c441,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"3_dA1pcBuG2woOv8sENs","cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:24:13.052",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:24:13.040",root,"127.0.0.1",27be5eef5a2d,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
3vdA1pcBuG2woOv8qEOy,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:24:11.048",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:24:10.350",root,"127.0.0.1",27be5eef5a2d,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
3fdA1pcBuG2woOv8nEOW,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:24:07.979",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:24:07.297",root,"127.0.0.1",27be5eef5a2d,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
3PdA1pcBuG2woOv8fUNG,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:23:59.959",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:23:59.611",root,"127.0.0.1",8e1a873a1fbc,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"2_dA1pcBuG2woOv8cUOF","cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:23:56.953",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:23:56.627",root,"127.0.0.1",8e1a873a1fbc,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
2vdA1pcBuG2woOv8ZUPG,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:23:53.946",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:23:53.817",root,"127.0.0.1",8e1a873a1fbc,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
2fdA1pcBuG2woOv8VkMZ,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:23:49.932",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:23:49.585",root,"127.0.0.1",b2bef80dace2,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
2PdA1pcBuG2woOv8SkNa,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:23:46.927",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:23:46.710",root,"127.0.0.1",b2bef80dace2,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"1_dA1pcBuG2woOv8PkOb","cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:23:43.921",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:23:43.685",root,"127.0.0.1",b2bef80dace2,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
1vdA1pcBuG2woOv8LkP0,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:23:39.910",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:23:39.853",root,"127.0.0.1",842bfeb17325,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
1fdA1pcBuG2woOv8J0Md,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:23:37.906",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:23:36.921",root,"127.0.0.1",842bfeb17325,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
1PdA1pcBuG2woOv8F0N6,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:23:33.899",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:23:33.022",root,"127.0.0.1",842bfeb17325,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"x_cx1pcBuG2woOv8xkNX","cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:07:55.627",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:07:54.780",root,"127.0.0.1",8cf1933c0fc8,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
xvcx1pcBuG2woOv8tkO1,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:07:51.619",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:07:51.433",root,"127.0.0.1",8cf1933c0fc8,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
xfcx1pcBuG2woOv8qkP0,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:07:48.614",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:07:48.594",root,"127.0.0.1",8cf1933c0fc8,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
xPcx1pcBuG2woOv8j0OK,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:07:41.598",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:07:41.360",root,"127.0.0.1",81ff405e2f59,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"w_cx1pcBuG2woOv8g0PK","cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:07:38.592",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:07:38.324",root,"127.0.0.1",81ff405e2f59,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
wvcx1pcBuG2woOv8eEMO,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:07:35.586",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:07:35.083",root,"127.0.0.1",81ff405e2f59,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
wfcx1pcBuG2woOv8ZENJ,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:07:30.525",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:07:29.855",root,"127.0.0.1",4eda65682b33,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
wPcx1pcBuG2woOv8WEOK,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:07:27.519",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:07:26.992",root,"127.0.0.1",4eda65682b33,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"v_cx1pcBuG2woOv8TEPZ","cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 19:07:24.508",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jul 4, 2025 @ 22:07:24.096",root,"127.0.0.1",4eda65682b33,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
rPca1pcBuG2woOv8zkOL,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 18:42:50.379",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/admin] failed",admin,"Jul 4, 2025 @ 21:42:49.872",root,"127.0.0.1",dcfa303f803f,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
"q_ca1pcBuG2woOv8vkPp","cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 18:42:46.372",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/4321] failed",4321,"Jul 4, 2025 @ 21:42:45.909",root,"127.0.0.1",dcfa303f803f,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
qvca1pcBuG2woOv8WkNr,"cowrie-2025.07.04","-","_doc","Jul 4, 2025 @ 18:42:20.330",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/denemepassword] failed",denemepassword,"Jul 4, 2025 @ 21:42:19.886",root,"127.0.0.1",dcfa303f803f,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
qffgpZcBuG2woOv8IkMp,"cowrie-2025.06.25","-","_doc","Jun 25, 2025 @ 09:56:57.768",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 25, 2025 @ 12:56:57.015",root,"127.0.0.1",ed0fb9d6f6ee,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
pveRo5cBuG2woOv8a0Op,"cowrie-2025.06.24","-","_doc","Jun 24, 2025 @ 23:11:45.851",1,"Cowrie: Failed SSH login! User: root, IP: 127.0.0.1","cowrie.login.failed","oznur-VMware","login attempt [root/1234] failed",1234,"Jun 25, 2025 @ 02:11:45.446",root,"127.0.0.1",70ae03efd965,"/home/cowrie/cowrie/var/log/cowrie/cowrie.json","oznur-VMware"
